store_id,store_name,store_rating,follower_count,source_category
105184,eco tech,4.4462,137,diengiadung
79827,mutosi group,0.0,0,diengiadung
311196,drefil official store,0.0,0,diengiadung
126349,tlg gold,3.8527,398,diengiadung
162846,aquahandy2020,4.9048,0,diengiadung
47666,điện máy datkeys,4.1667,3,diengiadung
63630,saigondepot,4.7692,11,diengiadung
52532,yminh,5.0,0,diengiadung
65978,song anh shop,4.5,0,diengiadung
324725,tlc lighting store,0.0,0,diengiadung
49224,dụng cụ y khoa bá khang,4.607,69,diengiadung
168491,yeelight official store,4.6202,664,diengiadung
305219,braum,0.0,0,diengiadung
110704,kemei official store,4.5568,1105,diengiadung
51044,babi plaza,3.6415,4,diengiadung
188636,ack sport,3.0573,0,diengiadung
82028,phulocint,4.6061,52,diengiadung
102910,tông đơ túi xách,0.0,0,diengiadung
217076,rubi home,3.6975,0,diengiadung
273268,đồ gia dụng 8888,3.7419,5,diengiadung
156545,grooming store,4.8125,0,diengiadung
195627,shopvy247,0.0,0,diengiadung
255369,decohome,0.0,43,diengiadung
121200,pvshop,4.5735,68,diengiadung
291512,phố xinh store,3.9338,97,diengiadung
53444,mỹ phẩm trường an,4.286,0,diengiadung
304755,điện tử nguyên vịnh,4.6,0,diengiadung
8957,minh tho petshop,4.5518,342,diengiadung
87626,namquynhshop,4.4978,0,diengiadung
214630,coocaa official store,4.6178,3879,diengiadung
22096,túi xách noha,0.0,0,diengiadung
107444,thế giới pin sinh thái,4.7223,931,diengiadung
55404,kj mart,4.466,1142,diengiadung
284735,philips chăm sóc cá nhân vn,4.7425,610,diengiadung
266997,flyco official store,5.0,6,diengiadung
278159,jetzt,4.6098,2307,diengiadung
341749,laifen,4.5,8,diengiadung
278160,deliya official store,4.8982,0,diengiadung
212624,hitech electric,4.8615,203,diengiadung
936,bach hoa online,4.0,18,diengiadung
483,beauty plaza,4.3676,0,diengiadung
175385,healthy air,4.2857,255,diengiadung
83956,gia dụng cao cấp,4.5238,107,diengiadung
8526,azo mart,4.7099,767,diengiadung
12969,thế giới đồ gia đình cao cấp,4.0,0,diengiadung
302261,junenice,0.0,0,diengiadung
26754,bông hoa đỏ,4.7368,0,diengiadung
143736,besti,4.6433,0,diengiadung
355308,elecom official shop,0.0,0,diengiadung
331681,koremi official store,0.0,1,diengiadung
1673,yuzuha shop,0.0,0,diengiadung
184676,shop trâm ngọc,0.0,0,diengiadung
286875,yolo shopp,4.0847,17,diengiadung
320802,thế giới đồ chơi 99,3.6111,26,diengiadung
311728,shop phụ kiện hà nội,0.0,0,diengiadung
92405,dstorevietnam,5.0,7,diengiadung
108287,kemnghiaminhtam,3.9831,67,diengiadung
29952,hồng hạnh mobile,4.7313,15241,dienthoai_maytinhbang
235971,vivo official store,4.5778,459,dienthoai_maytinhbang
289120,clickbuy hcm,0.0,2,dienthoai_maytinhbang
179232,thắng thao mobile,4.5709,0,dienthoai_maytinhbang
297110,o-tech shop,0.0,70,dienthoai_maytinhbang
106499,shop máy đọc sách hà nội,4.7652,527,dienthoai_maytinhbang
332042,gotechsoft co ltd,0.0,0,dienthoai_maytinhbang
38963,techmorevn,4.7395,717,dienthoai_maytinhbang
113592,viễn thông hà nhung,4.9082,118,dienthoai_maytinhbang
141524,giải pháp an ninh toàn cầu,4.0,0,dienthoai_maytinhbang
264777,hsg distribution,0.0,0,dienthoai_maytinhbang
915,nova computer,4.5582,604,dienthoai_maytinhbang
15461,phucantech,4.8333,10,dienthoai_maytinhbang
61683,công nghệ nicevisoft,4.85714,2,dienthoai_maytinhbang
73305,công nghệ và truyền thông zlink,5.0,0,dienthoai_maytinhbang
106837,thanhxuan computer,5.0,0,dienthoai_maytinhbang
293572,aqua official store,4.2727,1802,dientu_dienlanh
300117,toshiba tv certified store,4.3077,314,dientu_dienlanh
7361,philips tv official store,4.4302,23,dientu_dienlanh
358124,hisense official store,0.0,8,dientu_dienlanh
330505,k-elec official store,0.0,0,dientu_dienlanh
251870,điện tử điện lạnh bình minh,4.0,20,dientu_dienlanh
335719,home and lifestyle,0.0,0,dientu_dienlanh
179664,cty điện lạnh mn gbo,4.6667,33,dientu_dienlanh
17363,lâm tùng,0.0,0,dientu_dienlanh
91997,antoanchobe,4.4514,163,dientu_dienlanh
20433,agol store,3.8267,0,dientu_dienlanh
282718,michelin car service bình tân,5.0,10,dientu_dienlanh
178775,thiết bị công nghệ miền trung,4.6197,0,dientu_dienlanh
298886,camera phương đông store,4.5563,961,dientu_dienlanh
17013,hi-tech solution,4.1711,79,dientu_dienlanh
33260,tuệ minh shop,4.3004,214,dientu_dienlanh
53271,seenew hitech,3.64,0,dientu_dienlanh
274878,đèn led thông minh laman lighting,5.0,12,dientu_dienlanh
168514,vnpt technology store,4.4595,899,dientu_dienlanh
223340,điện tử minh nhật,3.9167,126,dientu_dienlanh
16801,phukiendientu vn,4.4884,24,dientu_dienlanh
36422,aoa,4.4242,0,dientu_dienlanh
338,nhà giả kim,4.512,890,dientu_dienlanh
8713,giá treo màn hình nhập khẩu,4.7975,0,dientu_dienlanh
179774,dth miền nam,4.7843,14,dientu_dienlanh
59640,extreme zero online,4.57,583,dientu_dienlanh
273412,hoàng khuê shop,4.8,0,dientu_dienlanh
19766,zamaco audio,5.0,5,dientu_dienlanh
68477,hiếu thảo,0.0,144,dientu_dienlanh
206496,giá treo đa năng ttp,4.7778,0,dientu_dienlanh
299947,o trading,0.0,0,dientu_dienlanh
271432,winterhalter official store,5.0,26,dientu_dienlanh
300062,classeq official store,0.0,3,dientu_dienlanh
92284,chuyên bếp hoàng hải,3.7143,0,dientu_dienlanh
52942,koolman airconditioner malaysia,3.3,4,dientu_dienlanh
355775,máy lạnh giá kho,0.0,0,dientu_dienlanh
185948,daikin official store,5.0,159,dientu_dienlanh
87107,điện lạnh zero,0.0,0,dientu_dienlanh
295359,điện máy nguyễn linh,4.8203,341,dientu_dienlanh
340823,cửa hàng máy lạnh kiến trúc việt,0.0,4,dientu_dienlanh
265496,reetech official store,0.0,6,dientu_dienlanh
279936,điện máy hà dũng,0.0,0,dientu_dienlanh
88603,điện lạnh sapho,0.0,0,dientu_dienlanh
157768,điều hòa minh phương,0.0,0,dientu_dienlanh
9019,cửa hàng điện máy nam tiến phát,0.0,0,dientu_dienlanh
108724,trần long phát,4.6422,61,dientu_dienlanh
362657,nội thất và gia dụng huy ngọc,4.6,0,dientu_dienlanh
32738,máy nước nóng ottowa,5.0,1,dientu_dienlanh
309283,clage official store,0.0,0,dientu_dienlanh
252236,hoa nắng chuyên ngành nước nóng,0.0,0,dientu_dienlanh
128891,điện máy tk,3.75,7,dientu_dienlanh
300534,alpicool sai gon official,5.0,0,dientu_dienlanh
196090,kemin official store,4.6186,366,dientu_dienlanh
74110,thiết bị cosmic,0.0,0,dientu_dienlanh
202284,wine kings,2.5,2,dientu_dienlanh
310977,tmax electronics,0.0,0,dientu_dienlanh
274962,lynu store,4.232,64,dientu_dienlanh
34534,chợ tốt auto,4.3846,4,dientu_dienlanh
56243,sotago,4.4454,0,dientu_dienlanh
167037,hamart gia dụng tiện lợi,4.5018,605,dientu_dienlanh
354946,điện lạnh giáp phong,0.0,0,dientu_dienlanh
326969,intech ea,0.0,0,dientu_dienlanh
177515,kosuytu,4.095,513,dientu_dienlanh
264288,trà đá,4.1547,481,dientu_dienlanh
90355,bilaha store,4.5342,222,dientu_dienlanh
70252,ecoclean vietnam,4.4659,356,dientu_dienlanh
2666,big store,4.343,268,dientu_dienlanh
248883,dododios official store,4.5726,3140,dientu_dienlanh
273117,hadu home,4.1783,251,dientu_dienlanh
238102,happy kids shop đồ chơi cho bé,4.3912,402,dientu_dienlanh
330936,hộp đựng quần áo chia ngăn,4.7143,12,dientu_dienlanh
149162,mora,4.3935,40,dientu_dienlanh
254550,shop áo trùm vỏ bọc máy giặt,4.5601,263,dientu_dienlanh
37078,kibath light solution for life,4.6294,41,dientu_dienlanh
235248,lê chi 21062021,4.4118,0,dientu_dienlanh
182299,vật tư điện lạnh ntd,4.1728,79,dientu_dienlanh
363156,anh tuấn 2024,5.0,0,dientu_dienlanh
358873,asiagreen,0.0,0,dientu_dienlanh
75898,kệ văn phòng htd,4.4627,24,dientu_dienlanh
250867,shop thao long,4.08,6,dientu_dienlanh
304908,trà my shop 2020,4.082,23,dientu_dienlanh
240846,hoangtrung shop,3.8992,99,dientu_dienlanh
274292,ht2 shop,4.1015,32,dientu_dienlanh
357399,tổng kho khí nén hồng quang,0.0,0,dientu_dienlanh
6351,siêu thị linh kiện,4.3718,752,dientu_dienlanh
187449,vattuthonggio,3.9231,5,dientu_dienlanh
82323,ổn áp lê du,4.1481,35,dientu_dienlanh
221753,vnr tech,0.0,0,dientu_dienlanh
120897,thiết bị dụng cụ sửa chữa ô tô,0.0,1,dientu_dienlanh
362830,ha my shop 06,4.5,0,dientu_dienlanh
12854,thuanthients,4.7204,197,laptop_mayvitinh_linhkien
125381,máy in a0,4.7723,90,laptop_mayvitinh_linhkien
1377,vi tính bảo an,4.6959,175,laptop_mayvitinh_linhkien
1828,mac&more,0.0,1,laptop_mayvitinh_linhkien
258500,laptop việt mỹ,0.0,0,laptop_mayvitinh_linhkien
15937,vinsec,4.7342,126,laptop_mayvitinh_linhkien
3103,vi tính chí cường,4.6868,764,laptop_mayvitinh_linhkien
3001,nakio,3.7857,8,laptop_mayvitinh_linhkien
308336,libtech pc,0.0,10,laptop_mayvitinh_linhkien
299255,viewsonic official store,5.0,52,laptop_mayvitinh_linhkien
131501,thiết bị tự động hưng gia,4.625,10,laptop_mayvitinh_linhkien
12395,vi tính lê huy,4.6541,2262,laptop_mayvitinh_linhkien
302242,bách khoa 4,0.0,0,laptop_mayvitinh_linhkien
56716,tppos,3.1,0,laptop_mayvitinh_linhkien
179988,xigmatekhanoi,0.0,0,laptop_mayvitinh_linhkien
19858,thiết bị văn phòng cdc,3.0,4,laptop_mayvitinh_linhkien
46727,công nghệ phúc ngọc,0.0,2,laptop_mayvitinh_linhkien
139021,vd store hcm,0.0,0,laptop_mayvitinh_linhkien
335727,máy tính minh tú,4.3333,2,laptop_mayvitinh_linhkien
143149,long ho ict,0.0,1,laptop_mayvitinh_linhkien
2859,bataca,4.5844,0,laptop_mayvitinh_linhkien
1887,hongphathcm,4.9048,0,laptop_mayvitinh_linhkien
63625,máy văn phòng đại linh,0.0,3,laptop_mayvitinh_linhkien
8371,long gia computer,4.1148,24,laptop_mayvitinh_linhkien
7825,postech,0.0,0,laptop_mayvitinh_linhkien
97904,nge 3d printer,5.0,5,laptop_mayvitinh_linhkien
133440,danh shop,4.6238,56,laptop_mayvitinh_linhkien
187885,kn smart,4.8673,0,laptop_mayvitinh_linhkien
70594,mực in máy in mi,0.0,0,laptop_mayvitinh_linhkien
2671,công ty thiết bị máy văn phòng hà anh,4.5381,78,laptop_mayvitinh_linhkien
218510,thietbimavach,4.0,5,laptop_mayvitinh_linhkien
14053,le tran gia,4.1111,0,laptop_mayvitinh_linhkien
40493,thiết bị mã vạch alopos vn,3.75,0,laptop_mayvitinh_linhkien
47812,máy in thẻ nhựa evolis,0.0,0,laptop_mayvitinh_linhkien
58886,khomayinthenhua,4.2,7,laptop_mayvitinh_linhkien
33316,techoffice việt nam,3.5,9,laptop_mayvitinh_linhkien
49448,phúc cơ,5.0,16,laptop_mayvitinh_linhkien
44159,thiết bị bán lẻ,4.8545,19,laptop_mayvitinh_linhkien
8595,khuetu_corp,4.8,2,laptop_mayvitinh_linhkien
328898,dtektech,0.0,2,laptop_mayvitinh_linhkien
79199,nsp,5.0,0,laptop_mayvitinh_linhkien
156960,máy in đầu cốt và phụ kiện,0.0,3,laptop_mayvitinh_linhkien
12378,runi store,3.8571,0,laptop_mayvitinh_linhkien
153486,mavachchico,4.68,32,laptop_mayvitinh_linhkien
125076,máy in đầu cốt - phụ kiện,5.0,2,laptop_mayvitinh_linhkien
54309,việt pos,4.40909,0,laptop_mayvitinh_linhkien
3476,bigbuy,4.3432,34,laptop_mayvitinh_linhkien
129807,barcodestore,0.0,0,laptop_mayvitinh_linhkien
14154,nguyenphanshop,5.0,0,laptop_mayvitinh_linhkien
176473,atechworld ltd,4.0954,81,laptop_mayvitinh_linhkien
190800,thiết bị mã vạch hồng kim phát,5.0,0,laptop_mayvitinh_linhkien
227894,thiết bị fesst,0.0,0,laptop_mayvitinh_linhkien
104393,olympic store,3.5398,27,laptop_mayvitinh_linhkien
136413,phuocphatpos,4.8,3,laptop_mayvitinh_linhkien
58873,thiết bị văn phòng máy tc,0.0,0,laptop_mayvitinh_linhkien
183951,shop thành long mực in,4.6826,59,laptop_mayvitinh_linhkien
43974,mực in az,4.591,154,laptop_mayvitinh_linhkien
351495,azsoft,0.0,0,laptop_mayvitinh_linhkien
159438,vinaai,4.8,4,laptop_mayvitinh_linhkien
233891,rfid la gi,4.7451,30,laptop_mayvitinh_linhkien
119621,tunglam,0.0,0,laptop_mayvitinh_linhkien
10706,trithucsoft,4.5652,8,laptop_mayvitinh_linhkien
1450,win,0.0,0,laptop_mayvitinh_linhkien
198350,linh kiện rotech,4.7,0,laptop_mayvitinh_linhkien
193637,thiết bị giáo dục quang anh,0.0,3,laptop_mayvitinh_linhkien
82256,thế giới cad,0.0,2,laptop_mayvitinh_linhkien
146845,g market,4.7278,72,laptop_mayvitinh_linhkien
16972,tin học thành nhân,4.3453,275,laptop_mayvitinh_linhkien
60816,shoppro2005,0.0,1,laptop_mayvitinh_linhkien
321409,bảo mật shop,0.0,2,laptop_mayvitinh_linhkien
54569,suno tech corp,0.0,0,laptop_mayvitinh_linhkien
299569,mực in alpha office,4.7745,0,laptop_mayvitinh_linhkien
364586,copy cat,0.0,0,laptop_mayvitinh_linhkien
267338,máy photocopy hoàng nguyên,4.2202,0,laptop_mayvitinh_linhkien
65686,mực in máy in nhật hưng,4.6245,665,laptop_mayvitinh_linhkien
2430,mực in thuận phong,4.534,0,laptop_mayvitinh_linhkien
53582,fintec,0.0,0,laptop_mayvitinh_linhkien
347619,công ty tnhh dv tbvp tấn phát,5.0,0,laptop_mayvitinh_linhkien
287323,silicom store,4.9,0,laptop_mayvitinh_linhkien
47656,mực in viet toner,4.5678,24,laptop_mayvitinh_linhkien
140258,vpp chợ lớn,4.703,857,laptop_mayvitinh_linhkien
184069,shop luxubu,4.5755,0,laptop_mayvitinh_linhkien
273254,linh kiện máy in trọng vinh,4.6339,33,laptop_mayvitinh_linhkien
53535,clickshop2019,0.0,0,laptop_mayvitinh_linhkien
363300,mực in nc 2,0.0,0,laptop_mayvitinh_linhkien
46362,hungthinh864,4.7302,0,laptop_mayvitinh_linhkien
50815,mực in trang phước tài,0.0,1,laptop_mayvitinh_linhkien
15647,annamstore,4.3113,0,laptop_mayvitinh_linhkien
1817,hợp thành thịnh,4.4885,22,laptop_mayvitinh_linhkien
217341,mucingiare,5.0,3,laptop_mayvitinh_linhkien
46401,mực in minh tiến,5.0,0,laptop_mayvitinh_linhkien
155329,mực in anh em,0.0,4,laptop_mayvitinh_linhkien
221054,mực in và linh kiện tnc,0.0,0,laptop_mayvitinh_linhkien
135993,it digital,4.5,2,laptop_mayvitinh_linhkien
80295,shop hg,4.0287,423,laptop_mayvitinh_linhkien
73779,czur việt nam,4.0,7,laptop_mayvitinh_linhkien
269675,nhãn in trần nguyễn,4.875,10,laptop_mayvitinh_linhkien
342578,trần nguyễn technology,0.0,0,laptop_mayvitinh_linhkien
289424,atlantic technology and solutions,0.0,0,laptop_mayvitinh_linhkien
143812,kimtuthapphongthuy,3.9615,7,laptop_mayvitinh_linhkien
183682,kim thanh garden,5.0,0,laptop_mayvitinh_linhkien
100488,nguyên xương thịnh,4.7905,0,laptop_mayvitinh_linhkien
76905,giấy in bill,4.6,44,laptop_mayvitinh_linhkien
320848,yaber official store,5.0,15,laptop_mayvitinh_linhkien
175774,xgimi authorized,0.0,0,laptop_mayvitinh_linhkien
20793,đức pháp technology,0.0,0,laptop_mayvitinh_linhkien
329762,màn chiếu elite screens,0.0,11,laptop_mayvitinh_linhkien
16975,titeck,4.4022,0,laptop_mayvitinh_linhkien
136812,akas,0.0,0,laptop_mayvitinh_linhkien
10336,thiết bị máy văn phòng,4.4737,0,laptop_mayvitinh_linhkien
43766,optori,4.4118,34,laptop_mayvitinh_linhkien
59492,pmcstech,0.0,2,laptop_mayvitinh_linhkien
342513,opticon official store,0.0,0,laptop_mayvitinh_linhkien
218730,nhatminh store,0.0,0,laptop_mayvitinh_linhkien
14389,công nghệ bách anh,5.0,0,laptop_mayvitinh_linhkien
70430,azprint,0.0,0,laptop_mayvitinh_linhkien
18547,siêu thị mã số mã vạch,0.0,0,laptop_mayvitinh_linhkien
72077,thiết bị bán hàng minh quân,0.0,0,laptop_mayvitinh_linhkien
291157,thiết bị pos tính tiền,0.0,2,laptop_mayvitinh_linhkien
37028,vinshop68com,4.0,13,laptop_mayvitinh_linhkien
54539,chidinh vn,3.64286,4,laptop_mayvitinh_linhkien
185019,máy và thiết bị văn phòng,0.0,0,laptop_mayvitinh_linhkien
76134,lavy store,0.0,0,laptop_mayvitinh_linhkien
277143,onetechhcm,0.0,0,laptop_mayvitinh_linhkien
42581,techpro,0.0,8,laptop_mayvitinh_linhkien
63028,máy chấm công wise eye,0.0,0,laptop_mayvitinh_linhkien
19753,msoftvn,4.6015,0,laptop_mayvitinh_linhkien
4377,nhất phát phát,2.25,3,laptop_mayvitinh_linhkien
62980,công nghệ minh anh,0.0,0,laptop_mayvitinh_linhkien
120855,digitechazza,5.0,0,laptop_mayvitinh_linhkien
16016,việt nhật,3.5,2,laptop_mayvitinh_linhkien
22992,thiết bị văn phòng an chi,4.5691,116,laptop_mayvitinh_linhkien
14820,dienmaylehuy,0.0,0,laptop_mayvitinh_linhkien
171944,itshop247,4.443,25,laptop_mayvitinh_linhkien
133062,congnghevn247,4.4659,0,laptop_mayvitinh_linhkien
106238,cdgvn,4.06062,0,laptop_mayvitinh_linhkien
13377,công ty tnhh thiết bị và công nghệ số global,0.0,0,laptop_mayvitinh_linhkien
208480,công nghệ đỗ quyên,0.0,0,laptop_mayvitinh_linhkien
44781,idworld việt nam,0.0,0,laptop_mayvitinh_linhkien
69829,vinastar 9999,0.0,0,laptop_mayvitinh_linhkien
14649,nguyen phan,0.0,0,laptop_mayvitinh_linhkien
311782,công ty tnhh vật tư phúc long,4.2,3,laptop_mayvitinh_linhkien
1892,binaishop,4.3445,690,laptop_mayvitinh_linhkien
287316,bnnisc,0.0,0,laptop_mayvitinh_linhkien
241371,health365 store,0.0,0,laptop_mayvitinh_linhkien
268900,fpt onmeeting,0.0,0,laptop_mayvitinh_linhkien
207558,sona tek catch future breakthroughs,0.0,1,laptop_mayvitinh_linhkien
143949,dqn,0.0,2,laptop_mayvitinh_linhkien
160211,vinameeting,4.6739,16,laptop_mayvitinh_linhkien
295189,toshiba storage official store,4.6477,194,laptop_mayvitinh_linhkien
15528,vietcorp - công ty cổ phần vietcorp,4.6774,0,laptop_mayvitinh_linhkien
224312,crucial official store,4.9091,221,laptop_mayvitinh_linhkien
62751,đức anh computer,4.125,0,laptop_mayvitinh_linhkien
58078,ưng ý,0.0,0,laptop_mayvitinh_linhkien
296464,samsung memory official store,4.883,0,laptop_mayvitinh_linhkien
296212,wd official store,4.6421,730,laptop_mayvitinh_linhkien
209443,ideals store,4.5,0,laptop_mayvitinh_linhkien
74226,binh minh avtech,4.0,0,laptop_mayvitinh_linhkien
297828,terramaster official store,0.0,56,laptop_mayvitinh_linhkien
203285,tuệ mẫn pl,4.3002,123,laptop_mayvitinh_linhkien
6975,hachi store,4.6259,0,laptop_mayvitinh_linhkien
212803,thành nhân since 1994,4.7694,345,laptop_mayvitinh_linhkien
314495,vi tính nhất sơn,4.336,17,laptop_mayvitinh_linhkien
300782,lention store,0.0,2,laptop_mayvitinh_linhkien
51420,phụ kiện số pro,4.1259,48,laptop_mayvitinh_linhkien
198481,hệ thống phụ kiện,4.7312,0,laptop_mayvitinh_linhkien
17668,indata store,4.5814,54,laptop_mayvitinh_linhkien
224238,thegioimaychu,0.0,17,laptop_mayvitinh_linhkien
184740,thiết bị công nghệ isa,5.0,0,laptop_mayvitinh_linhkien
352261,anfa việt nam,0.0,0,laptop_mayvitinh_linhkien
1242,"vo hoang trading co.,ltd",4.7589,1283,laptop_mayvitinh_linhkien
352627,viễn thông minh đức,4.8235,26,laptop_mayvitinh_linhkien
297182,authorized acer storage,4.6172,364,laptop_mayvitinh_linhkien
355744,bytebox store,0.0,0,laptop_mayvitinh_linhkien
236,dâu đen,4.5559,2137,laptop_mayvitinh_linhkien
353500,adtek,0.0,0,laptop_mayvitinh_linhkien
117455,akia smarthome,3.5,1,laptop_mayvitinh_linhkien
17590,ta online,4.77778,5,laptop_mayvitinh_linhkien
8305,mega technology,4.5021,82,laptop_mayvitinh_linhkien
217686,mercusys official store,4.7215,0,laptop_mayvitinh_linhkien
16472,công ty an nam,5.0,0,laptop_mayvitinh_linhkien
238141,mikrotik authorised store,4.6,45,laptop_mayvitinh_linhkien
136800,thietbimang,0.0,0,laptop_mayvitinh_linhkien
114925,viễn thông ficon,0.0,0,laptop_mayvitinh_linhkien
56414,sun media,5.0,0,laptop_mayvitinh_linhkien
132722,netgear store,4.7895,111,laptop_mayvitinh_linhkien
13880,máy tính ngọc anh,3.0,0,laptop_mayvitinh_linhkien
12220,máy tính sài gòn,0.0,0,laptop_mayvitinh_linhkien
110401,thiên tân telecom,4.39,59,laptop_mayvitinh_linhkien
82206,jolie shop 108,3.9333,3,laptop_mayvitinh_linhkien
184953,loa kéo và điện gia dụng,3.8615,45,laptop_mayvitinh_linhkien
133450,min shop2000,3.7689,0,laptop_mayvitinh_linhkien
6523,winhotechvn,4.0651,0,laptop_mayvitinh_linhkien
237989,cửa hàng công nghệ mai tươi,4.0521,0,laptop_mayvitinh_linhkien
293768,new danata store,3.9434,0,laptop_mayvitinh_linhkien
20288,phụ kiện công nghệ 1,2.4516,0,laptop_mayvitinh_linhkien
187121,phụ kiện hoàn linh,4.8111,1819,laptop_mayvitinh_linhkien
145378,prolink official store,4.61,620,laptop_mayvitinh_linhkien
284869,zik shop,0.0,0,laptop_mayvitinh_linhkien
58260,shop mall,4.3023,499,laptop_mayvitinh_linhkien
41130,máy tính quang minh,4.3571,47,laptop_mayvitinh_linhkien
73219,viễn thông vinanet,4.25,15,laptop_mayvitinh_linhkien
2811,thiết bị mạng,4.7619,0,laptop_mayvitinh_linhkien
24341,digitechjsc,4.8,0,laptop_mayvitinh_linhkien
36209,thiết bị viễn thông eicc,0.0,0,laptop_mayvitinh_linhkien
149848,zinshop,3.875,2,laptop_mayvitinh_linhkien
62067,thiếtbị thôngminh,4.25,0,laptop_mayvitinh_linhkien
136775,công nghệ và dịch vụ keytek,0.0,0,laptop_mayvitinh_linhkien
60944,shop thiết bị thông minh,0.0,0,laptop_mayvitinh_linhkien
315114,điện tử ngọc huân,4.8293,41,laptop_mayvitinh_linhkien
3348,shop 57,4.5741,0,laptop_mayvitinh_linhkien
201593,hiệp phan,5.0,2,laptop_mayvitinh_linhkien
358275,dụng cụ anh dũng,4.7045,6,laptop_mayvitinh_linhkien
39003,ciscoshop,4.75,0,laptop_mayvitinh_linhkien
280860,newmax asia,0.0,0,laptop_mayvitinh_linhkien
182951,hồng quang telecom,4.0,0,laptop_mayvitinh_linhkien
29561,videas,3.7013,8,laptop_mayvitinh_linhkien
74695,thiết bị mỹ phẩm hana kbn,4.7143,353,laptop_mayvitinh_linhkien
166877,itrack official store,0.0,0,laptop_mayvitinh_linhkien
20367,vi tính nam trung hải,4.2472,2086,laptop_mayvitinh_linhkien
43586,tlc trading,4.4164,483,laptop_mayvitinh_linhkien
125662,uic marine,0.0,0,laptop_mayvitinh_linhkien
299383,helukabel vietnam,5.0,16,laptop_mayvitinh_linhkien
26008,vũ thái bảo,0.0,0,laptop_mayvitinh_linhkien
195141,camera computer bảo tín sài gòn,0.0,0,laptop_mayvitinh_linhkien
27707,congnghemoi,4.0,4,laptop_mayvitinh_linhkien
160948,bảo bình technology,0.0,0,laptop_mayvitinh_linhkien
21159,thc computer,4.5435,0,laptop_mayvitinh_linhkien
278788,pixlink office store,4.5361,291,laptop_mayvitinh_linhkien
28737,quang vinh computer,0.0,0,laptop_mayvitinh_linhkien
12116,máy tính thánh gióng,0.0,0,laptop_mayvitinh_linhkien
41960,hồng quang group,0.0,0,laptop_mayvitinh_linhkien
40831,cty tnhh cong nghe vnso,0.0,2,laptop_mayvitinh_linhkien
6298,thánh gióng shop,0.0,3,laptop_mayvitinh_linhkien
299528,linhkiet trading,5.0,2,laptop_mayvitinh_linhkien
199797,thermaltake official store,4.7778,0,laptop_mayvitinh_linhkien
71389,tranganhcomputer,4.2008,46,laptop_mayvitinh_linhkien
40411,chodientuvn,4.2944,17,laptop_mayvitinh_linhkien
357951,điện tử tin học ei,0.0,1,laptop_mayvitinh_linhkien
193569,glaze official store,4.3871,0,laptop_mayvitinh_linhkien
108012,máy phát nhập khẩu,4.7755,48,laptop_mayvitinh_linhkien
338751,ups eaton adg store,0.0,0,laptop_mayvitinh_linhkien
179999,kim đức,5.0,6,laptop_mayvitinh_linhkien
8417,sunpower-ups,0.0,0,laptop_mayvitinh_linhkien
86275,elechome vietnam,0.0,0,laptop_mayvitinh_linhkien
274709,phát lợi computer,0.0,0,laptop_mayvitinh_linhkien
179506,shop mỹ phẩm nga,4.6707,91,laptop_mayvitinh_linhkien
269533,titi computer,3.5,0,laptop_mayvitinh_linhkien
150169,cuongtringuyen,4.4396,42,laptop_mayvitinh_linhkien
294635,kênh tin học,0.0,0,laptop_mayvitinh_linhkien
133809,speed computer,0.0,0,laptop_mayvitinh_linhkien
173564,thiết bị số hoàng phát,0.0,0,laptop_mayvitinh_linhkien
2546,linh kiện store,4.5202,940,laptop_mayvitinh_linhkien
268933,dizi store online,4.389,105,laptop_mayvitinh_linhkien
188818,cửa hàng vi tính tân doanh,5.0,6,laptop_mayvitinh_linhkien
22955,gold music,4.1667,2,laptop_mayvitinh_linhkien
243855,thế giới thiết bị công nghệ,4.1111,0,laptop_mayvitinh_linhkien
81329,klc shop,0.0,0,laptop_mayvitinh_linhkien
11205,hoàng hải store,4.5139,259,laptop_mayvitinh_linhkien
321132,razer flagship store,4.8286,288,laptop_mayvitinh_linhkien
17480,ghế nam việt,4.6367,4986,laptop_mayvitinh_linhkien
100384,icore official store,4.5435,123,laptop_mayvitinh_linhkien
126154,laptop minh hà,4.3337,164,laptop_mayvitinh_linhkien
5629,tshop,4.118,256,laptop_mayvitinh_linhkien
144022,shop nhà bon,4.6198,916,laptop_mayvitinh_linhkien
159903,devo shop,4.6117,405,laptop_mayvitinh_linhkien
146729,vincss official store,4.8421,0,laptop_mayvitinh_linhkien
61666,smart homekit,4.8779,0,laptop_mayvitinh_linhkien
140843,chính hitech,0.0,0,laptop_mayvitinh_linhkien
119937,adtech,4.4908,45,laptop_mayvitinh_linhkien
4294,xp-pen việt nam,4.6638,578,laptop_mayvitinh_linhkien
51027,hyper flaship store,4.6418,0,laptop_mayvitinh_linhkien
114831,khắc tên,4.684,473,laptop_mayvitinh_linhkien
287052,teemo pc official store,4.0755,15,laptop_mayvitinh_linhkien
308064,điện tử hi-end,4.5153,51,laptop_mayvitinh_linhkien
107747,linh kiện laptop ngân hà,4.3071,42,laptop_mayvitinh_linhkien
313025,taka phụ kiện số,4.7163,1127,thietbiso_phukienso
175147,nhà chíp,4.6301,1198,thietbiso_phukienso
301464,bảo hộ lao động eco,4.4,2,thietbiso_phukienso
70604,phụ kiện piti,3.48,5,thietbiso_phukienso
5006,new4all (tp.hcm),4.1434,348,thietbiso_phukienso
333,trọng ân audio,4.6015,497,thietbiso_phukienso
